"time","siteID","gcc_90","gcc_sd"
2017-02-28,"HARV",0.32804,0.000129425102444833
2017-03-01,"HARV",0.33012,0.000504142351131189
2017-03-02,"HARV",0.32729,0.000181340694128316
2017-03-03,"HARV",0.32674,0.000372427921529378
2017-03-04,"HARV",0.32654,0.000287848852060681
2017-03-05,"HARV",0.3271,0.000268719074917448
2017-03-06,"HARV",0.32736,0.000286281793528902
2017-03-07,"HARV",0.32838,0.000183460184191753
2017-03-08,"HARV",0.32791,0.000178957621251743
2017-03-09,"HARV",0.32758,0.00026092839271043
2017-03-10,"HARV",0.32775,0.000105367841587531
2017-03-11,"HARV",0.32824,0.000159286183215194
2017-03-12,"HARV",0.32677,4.82565423290006e-05
2017-03-13,"HARV",0.32685,0.000210406502576631
2017-03-14,"HARV",0.33503,0.000976559391382804
2017-03-15,"HARV",0.32957,0.000181564016933136
2017-03-16,"HARV",0.32941,0.000164362218211821
2017-03-17,"HARV",0.32965,0.000215291544143265
2017-03-18,"HARV",0.32989,0.000144619274973564
2017-03-19,"HARV",0.32958,0.00031086580870273
2017-03-20,"HARV",0.33001,0.000219532713382082
2017-03-21,"HARV",NA,0.0127046458303043
2017-03-22,"HARV",NA,NA
2017-03-23,"HARV",NA,NA
2017-03-24,"HARV",NA,NA
2017-03-25,"HARV",NA,NA
2017-03-26,"HARV",NA,NA
2017-03-27,"HARV",0.33019,0.000759773096095826
2017-03-28,"HARV",0.33111,0.000375727533172208
2017-03-29,"HARV",0.32971,0.000129541340025147
2017-03-30,"HARV",0.32914,0.00021187426864601
2017-03-31,"HARV",0.33041,0.000137586616874093
2017-04-01,"HARV",0.3312,0.000153048953086317
2017-04-02,"HARV",0.33022,0.000183421913541828
2017-04-03,"HARV",0.33073,0.000149606782559334
2017-04-04,"HARV",0.32785,0.000214147894727748
2017-04-05,"HARV",0.32974,0.000134044713831324
2017-04-06,"HARV",0.32919,0.000458504331539874
2017-04-07,"HARV",0.32811,0.000244355291678789
2017-04-08,"HARV",0.32665,0.000122886933265283
2017-04-09,"HARV",0.32791,0.000124083743940151
2017-04-10,"HARV",0.32837,0.000136247074486476
2017-04-11,"HARV",0.32869,0.000109017924008398
2017-04-12,"HARV",0.33074,0.000542612465159933
2017-04-13,"HARV",0.32742,0.00011195446596263
2017-04-14,"HARV",0.328,0.000277439182524743
2017-04-15,"HARV",0.32806,9.6413355413263e-05
2017-04-16,"HARV",0.32952,0.000262648551552552
2017-04-17,"HARV",0.32853,0.000120636874587358
2017-04-18,"HARV",0.32826,0.000218853651594688
2017-04-19,"HARV",0.32849,0.000178045607548586
2017-04-20,"HARV",0.32897,0.00023733957073513
2017-04-21,"HARV",0.32434,0.000224230089553623
2017-04-22,"HARV",0.32998,0.000153039992105572
2017-04-23,"HARV",0.32887,0.000112464396180138
2017-04-24,"HARV",0.3293,0.000110437305143453
2017-04-25,"HARV",0.33032,0.000175118893723024
2017-04-26,"HARV",0.33239,0.000373230976250168
2017-04-27,"HARV",0.33182,0.000144643144267793
2017-04-28,"HARV",0.33216,0.000280952885875254
2017-04-29,"HARV",0.33397,0.000317946687868474
2017-04-30,"HARV",0.33392,0.000296953425881667
2017-05-01,"HARV",0.33509,0.000317500763296535
2017-05-02,"HARV",0.33334,0.000365029718667129
2017-05-03,"HARV",0.33259,0.000301218630342311
2017-05-04,"HARV",0.33339,0.000313968785657665
2017-05-05,"HARV",0.33966,0.000668929667148833
2017-05-06,"HARV",0.33969,0.000743000734473776
2017-05-07,"HARV",0.33792,0.00070336838665591
2017-05-08,"HARV",0.33599,0.000109093062687465
2017-05-09,"HARV",0.33639,0.000102012692287552
2017-05-10,"HARV",0.33718,0.000399964520875516
2017-05-11,"HARV",0.33945,0.000325779745301913
2017-05-12,"HARV",0.34002,0.000151989392755557
2017-05-13,"HARV",0.34461,0.00111201033910918
2017-05-14,"HARV",0.34965,0.000576648624663695
2017-05-15,"HARV",0.35202,0.000719315784872919
2017-05-16,"HARV",0.34827,0.00104813898128141
2017-05-17,"HARV",0.36057,0.00110765899489852
2017-05-18,"HARV",0.38374,0.00343269612463463
2017-05-19,"HARV",0.40377,0.00453512417290568
2017-05-20,"HARV",0.40754,0.00109031985870464
2017-05-21,"HARV",0.41523,0.00093728298691005
2017-05-22,"HARV",0.44194,0.00121407102455048
2017-05-23,"HARV",0.42215,0.00063927487620503
2017-05-24,"HARV",0.4276,0.000372969876772364
2017-05-25,"HARV",0.43784,0.000685685932747162
2017-05-26,"HARV",0.43584,0.00119885282649365
2017-05-27,"HARV",0.43866,0.00223855951642377
2017-05-28,"HARV",0.45201,0.00220004307935558
2017-05-29,"HARV",0.44909,0.000825490429368853
2017-05-30,"HARV",0.45148,0.00410148196711026
2017-05-31,"HARV",0.45377,0.00213919263808969
2017-06-01,"HARV",0.43025,0.00519808586826704
2017-06-02,"HARV",0.44249,0.00245652152443247
2017-06-03,"HARV",0.43906,0.00157354771397732
2017-06-04,"HARV",0.45667,0.00150533993720044
2017-06-05,"HARV",0.45312,0.000676815020096754
2017-06-06,"HARV",0.45458,0.00179601473790598
2017-06-07,"HARV",0.43706,0.0016927040195968
2017-06-08,"HARV",0.44323,0.00030551234986227
2017-06-09,"HARV",0.44148,0.000909098589206891
2017-06-10,"HARV",0.44195,0.00425630553074146
2017-06-11,"HARV",0.4386,0.0011947333405836
2017-06-12,"HARV",0.42355,0.000840776997296954
2017-06-13,"HARV",0.43484,0.00389896069485191
2017-06-14,"HARV",0.41789,0.000357044951723195
2017-06-15,"HARV",0.43321,0.00169193530054328
2017-06-16,"HARV",0.44686,0.000975132397290181
2017-06-17,"HARV",0.44276,0.00102017643532072
2017-06-18,"HARV",0.43842,0.00163420798716263
2017-06-19,"HARV",0.44568,0.000590457361297323
2017-06-20,"HARV",0.43528,0.000473639439632628
2017-06-21,"HARV",0.42503,0.00106987745321506
2017-06-22,"HARV",0.42257,0.00150640142643023
2017-06-23,"HARV",0.43627,0.00185724947221445
2017-06-24,"HARV",0.43893,0.000829807336626017
2017-06-25,"HARV",0.4208,0.00153781864446536
2017-06-26,"HARV",0.42242,0.000759807413837519
2017-06-27,"HARV",0.43173,0.00231645139903294
2017-06-28,"HARV",0.42098,0.000737987879165981
2017-06-29,"HARV",0.42268,0.00057678947597181
2017-06-30,"HARV",0.43266,0.00241478296282525
2017-07-01,"HARV",0.4293,0.00192123330595698
2017-07-02,"HARV",0.42355,0.00173535726651574
2017-07-03,"HARV",0.41099,0.000661188041424252
2017-07-04,"HARV",0.41677,0.00153973126465203
2017-07-05,"HARV",0.41904,0.00200156640995732
2017-07-06,"HARV",0.42144,0.000692220141933149
2017-07-07,"HARV",0.43417,0.00156985770835761
2017-07-08,"HARV",0.42473,0.0013607459538872
2017-07-09,"HARV",0.41416,0.00287068266075781
2017-07-10,"HARV",0.41781,0.000816317939260917
2017-07-11,"HARV",0.43396,0.00176282801133605
2017-07-12,"HARV",0.42706,0.000975930095355405
2017-07-13,"HARV",0.43216,0.00072937847626088
2017-07-14,"HARV",0.42762,0.000666061565151024
2017-07-15,"HARV",0.4279,0.00250241979226802
2017-07-16,"HARV",0.41905,0.00259581296958414
2017-07-17,"HARV",0.41927,0.000646226290055735
2017-07-18,"HARV",0.42074,0.00085344181920944
2017-07-19,"HARV",0.41912,0.000791463209401886
2017-07-20,"HARV",0.41755,0.000540050498394655
2017-07-21,"HARV",0.41059,0.00149553955863045
2017-07-22,"HARV",0.4177,0.000461024890204151
2017-07-23,"HARV",0.41707,0.000641530012977579
2017-07-24,"HARV",0.43157,0.00333725341524299
2017-07-25,"HARV",0.42184,0.00152654740830278
2017-07-26,"HARV",0.41435,0.00196618629092267
2017-07-27,"HARV",0.4239,0.000821225300563559
2017-07-28,"HARV",0.41428,0.000807098460473046
2017-07-29,"HARV",0.41294,0.000524546882790174
2017-07-30,"HARV",0.40221,0.000415423673089613
2017-07-31,"HARV",0.40558,0.000527155169813611
2017-08-01,"HARV",0.41448,0.00365957661965179
2017-08-02,"HARV",0.42102,0.00414314447062733
2017-08-03,"HARV",0.40602,0.00440390230016377
2017-08-04,"HARV",0.4207,0.00097623602448907
2017-08-05,"HARV",0.4324,0.000846735393455718
2017-08-06,"HARV",0.41013,0.00104104272687708
2017-08-07,"HARV",0.41494,0.000460904180134336
2017-08-08,"HARV",0.42591,0.00163795268240444
2017-08-09,"HARV",0.40447,0.00206336289061506
2017-08-10,"HARV",0.41304,0.000725482603344215
2017-08-11,"HARV",0.41032,0.000483213689156003
2017-08-12,"HARV",0.4141,0.00159601865622567
2017-08-13,"HARV",0.40505,0.0019250872722332
2017-08-14,"HARV",0.41031,0.000177308604485197
2017-08-15,"HARV",0.4225,0.00126536185435194
2017-08-16,"HARV",0.40841,0.00106085106862175
2017-08-17,"HARV",0.40373,0.0014342461185485
2017-08-18,"HARV",0.42861,0.000985632883595354
2017-08-19,"HARV",0.41469,0.000612862746894132
2017-08-20,"HARV",0.41409,0.00165731253269273
2017-08-21,"HARV",0.41323,0.00112760378426366
2017-08-22,"HARV",0.41321,0.00091854857025546
2017-08-23,"HARV",0.40758,0.00304555556300437
2017-08-24,"HARV",0.40746,0.00217375505303892
2017-08-25,"HARV",0.40912,0.000854894039501684
2017-08-26,"HARV",0.40165,0.00157606256026769
2017-08-27,"HARV",0.40516,0.00299690892516178
2017-08-28,"HARV",0.40236,0.000932435669608989
2017-08-29,"HARV",0.40906,0.0012677079958954
2017-08-30,"HARV",0.41161,0.00124632489949532
2017-08-31,"HARV",0.40861,0.000741299025291386
2017-09-01,"HARV",0.39607,0.000848732572481951
2017-09-02,"HARV",0.40002,0.00065556219835983
2017-09-03,"HARV",0.41908,0.000716738759227928
2017-09-04,"HARV",0.40766,0.00243111157913496
2017-09-05,"HARV",0.41061,0.00100775108280664
2017-09-06,"HARV",0.4265,0.00298457334652985
2017-09-07,"HARV",0.41351,0.00141185476734741
2017-09-08,"HARV",0.40571,0.00111916644564658
2017-09-09,"HARV",0.40412,0.000576214676548066
2017-09-10,"HARV",0.4048,0.00249752642886059
2017-09-11,"HARV",0.39711,0.000694204144532224
2017-09-12,"HARV",0.39589,0.00205227737155481
2017-09-13,"HARV",0.40251,0.00140516416006625
2017-09-14,"HARV",0.41104,0.000387806055041077
2017-09-15,"HARV",0.41185,0.0012439447320225
2017-09-16,"HARV",0.41354,0.00121466870010732
2017-09-17,"HARV",0.4106,0.00192600746432953
2017-09-18,"HARV",0.41338,0.00126849724622226
2017-09-19,"HARV",0.41465,0.000894567029235898
2017-09-20,"HARV",0.42585,0.00179882881126719
2017-09-21,"HARV",0.41228,0.000582034389894971
2017-09-22,"HARV",0.41367,0.00157527763668918
2017-09-23,"HARV",0.3977,0.00627755360188106
2017-09-24,"HARV",0.3989,0.00339417245031083
2017-09-25,"HARV",0.40118,0.000292086392727097
2017-09-26,"HARV",0.39869,0.00250828060826455
2017-09-27,"HARV",0.39746,0.00350242788094551
2017-09-28,"HARV",0.39896,0.0040782111424556
2017-09-29,"HARV",0.394,0.00397754151327123
2017-09-30,"HARV",0.41432,0.00103025944820334
2017-10-01,"HARV",0.39081,0.00133141492083744
2017-10-02,"HARV",0.38996,0.00069447715438248
2017-10-03,"HARV",0.38922,0.00237863272542211
2017-10-04,"HARV",0.3871,0.00254006904164564
2017-10-05,"HARV",0.40046,0.00162413508234823
2017-10-06,"HARV",0.40503,0.000965684409723831
2017-10-07,"HARV",0.40249,0.00137563412093982
2017-10-08,"HARV",0.41693,0.00284855333308482
2017-10-09,"HARV",0.41893,0.000989842273355933
2017-10-10,"HARV",0.40155,0.00426680012799345
2017-10-11,"HARV",0.40279,0.000438011881303766
2017-10-12,"HARV",0.38784,0.00925907654662855
2017-10-13,"HARV",0.38536,0.0059480426365764
2017-10-14,"HARV",0.40441,0.00146158359741922
2017-10-15,"HARV",0.40444,0.00179655203779066
2017-10-16,"HARV",0.39619,0.000825456045876143
2017-10-17,"HARV",0.38114,0.0015136720050181
2017-10-18,"HARV",0.38095,0.00213887793814553
2017-10-19,"HARV",0.3802,0.0026954321124935
2017-10-20,"HARV",0.37724,0.000269172958583601
2017-10-21,"HARV",0.37589,0.000934708598048243
2017-10-22,"HARV",0.3773,0.00141734238226741
2017-10-23,"HARV",0.37952,0.00175747923563081
2017-10-24,"HARV",0.38336,0.000846600042908726
2017-10-25,"HARV",0.37812,0.00197525017790307
2017-10-26,"HARV",0.37951,0.000978121669323405
2017-10-27,"HARV",0.36082,0.000940881501571799
2017-10-28,"HARV",0.36306,0.000798049995876433
2017-10-29,"HARV",0.36749,0.000457992152592956
2017-10-30,"HARV",0.35423,0.00451665661067737
2017-10-31,"HARV",0.35059,0.00138507899664198
2017-11-01,"HARV",0.3475,0.000843171603324646
2017-11-02,"HARV",0.34592,0.00182733565385146
2017-11-03,"HARV",0.32848,0.00384560364115933
2017-11-04,"HARV",0.31455,0.00049437971855897
2017-11-05,"HARV",0.31231,0.000794608464745315
2017-11-06,"HARV",0.30335,0.000623425723445108
2017-11-07,"HARV",0.2981,0.000794991283741204
2017-11-08,"HARV",0.30065,0.00115557707114106
2017-11-09,"HARV",0.29872,0.000329660307539958
2017-11-10,"HARV",0.30899,0.00157674898342593
2017-11-11,"HARV",0.30978,0.00179135579995735
2017-11-12,"HARV",0.31414,0.000726162067703512
2017-11-13,"HARV",0.31432,0.000269451264761611
2017-11-14,"HARV",0.31658,0.000781641317605307
2017-11-15,"HARV",0.31201,0.000649819668548623
2017-11-16,"HARV",0.31165,0.000604958094011651
2017-11-17,"HARV",0.32145,0.00118584109201452
2017-11-18,"HARV",0.32099,0.000225369244411323
2017-11-19,"HARV",0.32697,0.000188289351796638
2017-11-20,"HARV",0.32638,0.000695762093986566
2017-11-21,"HARV",0.32939,0.000296665575477614
2017-11-22,"HARV",0.32766,0.000390532469579567
2017-11-23,"HARV",0.32899,0.00052977469219452
2017-11-24,"HARV",0.32932,0.00120589679322833
2017-11-25,"HARV",0.33016,0.000178285875686737
2017-11-26,"HARV",0.32955,0.000733387739138294
2017-11-27,"HARV",0.32952,0.000291983732423575
2017-11-28,"HARV",0.3303,0.000718219962043351
2017-11-29,"HARV",0.32985,0.000225744555836445
2017-11-30,"HARV",0.32873,0.000358777985468921
2017-12-01,"HARV",0.32999,0.000160401568774452
2017-12-02,"HARV",0.3286,0.000241813492812373
2017-12-03,"HARV",0.32823,0.000195860763746883
2017-12-04,"HARV",0.32956,0.000330784141958816
2017-12-05,"HARV",0.33078,0.000358578898613136
2017-12-06,"HARV",0.33016,0.000575162656674307
2017-12-07,"HARV",0.32898,0.000290414271308404
2017-12-08,"HARV",0.32877,0.000221210976035008
2017-12-09,"HARV",0.32953,0.000151886941035569
2017-12-10,"HARV",0.32895,0.000185534193998999
2017-12-11,"HARV",0.32976,0.000220953983573829
2017-12-12,"HARV",0.33174,0.000315980172459855
2017-12-13,"HARV",0.33003,0.000689318859306728
2017-12-14,"HARV",0.32992,0.000325597863905141
2017-12-15,"HARV",0.32986,4.42940084398988e-05
2017-12-16,"HARV",0.33038,0.000255507718642147
2017-12-17,"HARV",0.33028,0.000291093207598888
2017-12-18,"HARV",0.33144,0.000159938105375233
2017-12-19,"HARV",0.33216,0.000165690485975672
2017-12-20,"HARV",0.3307,0.000344802812621702
2017-12-21,"HARV",0.33019,0.00026758597626535
2017-12-22,"HARV",0.33182,0.000165277399469837
2017-12-23,"HARV",0.3312,0.000226037602073248
2017-12-24,"HARV",0.33113,0.000512483070900085
2017-12-25,"HARV",0.33069,0.000567944557512589
2017-12-26,"HARV",0.33012,0.000667608664548019
2017-12-27,"HARV",0.32974,0.00022050964715812
2017-12-28,"HARV",0.32932,0.000276631874297858
2017-12-29,"HARV",NA,NA
2017-12-30,"HARV",NA,NA
2017-12-31,"HARV",0.32907,0.000274611506663204
2018-01-01,"HARV",0.32904,0.000246663449142464
2018-01-02,"HARV",0.32954,0.000198867328351627
2018-01-03,"HARV",0.32986,0.000172344694950413
2018-01-04,"HARV",0.3321,0.000232505891959584
2018-01-05,"HARV",0.32925,0.000245494606948539
2018-01-06,"HARV",0.32918,0.000281870573860002
2018-01-07,"HARV",0.32964,0.000254537616000435
2018-01-08,"HARV",0.33096,9.21896890954229e-05
2018-01-09,"HARV",0.3315,0.000397722649747841
2018-01-10,"HARV",0.33064,0.000294352904950947
2018-01-11,"HARV",0.33342,0.000304574711855792
2018-01-12,"HARV",0.33365,0.000570066984964865
2018-01-13,"HARV",0.33101,0.000572855361593241
2018-01-14,"HARV",0.32956,0.000154408147189091
2018-01-15,"HARV",0.32874,0.000102485909434684
2018-01-16,"HARV",0.33096,0.000302976071662433
2018-01-17,"HARV",0.32894,0.000272546941098305
2018-01-18,"HARV",0.32766,0.00032732833170181
2018-01-19,"HARV",0.33014,0.000253946062085988
2018-01-20,"HARV",0.33153,0.000237456591092049
2018-01-21,"HARV",0.33076,0.000147446117449794
2018-01-22,"HARV",0.33022,0.000220453351074551
2018-01-23,"HARV",0.33173,0.000149574176533641
2018-01-24,"HARV",0.33087,0.00021819190579649
2018-01-25,"HARV",0.32978,0.000230149200941211
2018-01-26,"HARV",0.33008,0.000318260478609737
2018-01-27,"HARV",0.33024,0.000247805526943354
2018-01-28,"HARV",0.33029,0.000260788932562217
2018-01-29,"HARV",0.32927,0.000179605122421386
2018-01-30,"HARV",0.32756,7.37250822658169e-05
2018-01-31,"HARV",0.32835,0.000176571562644417
2018-02-01,"HARV",0.33039,0.000132518930492118
2018-02-02,"HARV",0.33069,0.000475845697850947
2018-02-03,"HARV",0.32992,0.000187369245837492
2018-02-04,"HARV",0.33091,0.000109024925066298
2018-02-05,"HARV",0.33095,0.000239231507719436
2018-02-06,"HARV",0.33073,0.000298168011807616
2018-02-07,"HARV",0.3316,0.000177621018245181
2018-02-08,"HARV",0.32762,0.000555959459687771
2018-02-09,"HARV",0.32998,8.69137996605267e-05
2018-02-10,"HARV",0.3317,0.000224338691650432
2018-02-11,"HARV",0.33064,0.000147357009209831
2018-02-12,"HARV",0.33105,0.000129142231351206
2018-02-13,"HARV",0.33001,0.00019500532279498
2018-02-14,"HARV",0.33157,0.000223801661462707
2018-02-15,"HARV",0.33173,0.000141365931293971
2018-02-16,"HARV",0.33068,0.000226965429355325
2018-02-17,"HARV",0.32922,0.00027859091506937
2018-02-18,"HARV",0.33031,0.000153525109293811
2018-02-19,"HARV",0.33153,9.29067999093055e-05
2018-02-20,"HARV",0.3312,0.000278121174589609
2018-02-21,"HARV",0.33147,0.000193700905564037
2018-02-22,"HARV",0.32988,0.000215265274411249
2018-02-23,"HARV",0.33043,5.49621353890963e-05
2018-02-24,"HARV",0.32893,0.000143959757698932
2018-02-25,"HARV",0.331,0.000492526938660339
2018-02-26,"HARV",0.33003,0.000125583732535512
2018-02-27,"HARV",0.32909,0.000210709747166616
2018-02-28,"HARV",0.32897,0.000356751147474663
2018-03-01,"HARV",0.329,0.000171460116145339
2018-03-02,"HARV",0.33195,0.000481034546682499
2018-03-03,"HARV",0.33061,8.44516526342296e-05
2018-03-04,"HARV",0.32933,0.000103400951323935
2018-03-05,"HARV",0.33039,0.000197112631223256
2018-03-06,"HARV",0.32886,0.000192203017666218
2018-03-07,"HARV",0.33098,0.000163795238026009
2018-03-08,"HARV",0.32937,0.000192760077160542
2018-03-09,"HARV",0.32955,0.000281017245458166
2018-03-10,"HARV",0.33023,0.000338769865898394
2018-03-11,"HARV",0.33095,0.000235456309045623
2018-03-12,"HARV",0.33035,0.000201399839896172
2018-03-13,"HARV",0.33034,0.00012498440719073
2018-03-14,"HARV",0.32892,0.000111002415858988
2018-03-15,"HARV",0.33021,0.000131564409615795
2018-03-16,"HARV",0.33027,0.000118137804348681
2018-03-17,"HARV",0.33066,0.000455947779412316
2018-03-18,"HARV",0.32989,0.000152415952081727
2018-03-19,"HARV",0.33003,0.000181456222864702
2018-03-20,"HARV",0.33042,0.000119764401375095
2018-03-21,"HARV",0.32966,6.11921830408534e-05
2018-03-22,"HARV",0.33067,8.04855165066851e-05
2018-03-23,"HARV",0.33073,0.000117856529868538
2018-03-24,"HARV",0.33089,0.000298249535983353
2018-03-25,"HARV",0.33056,0.000277837873735081
2018-03-26,"HARV",0.32907,0.000137334277125079
2018-03-27,"HARV",0.33014,0.000110038212286751
2018-03-28,"HARV",0.33124,8.44367557067734e-05
2018-03-29,"HARV",0.33182,0.0001488494980214
2018-03-30,"HARV",0.33003,0.000346848223585012
2018-03-31,"HARV",0.3292,0.00027075020492954
2018-04-01,"HARV",0.32875,0.000161157294186115
2018-04-02,"HARV",0.32852,0.00018142634981767
2018-04-03,"HARV",0.32868,0.000238864234344497
2018-04-04,"HARV",0.32876,0.000633636741681035
2018-04-05,"HARV",0.32801,0.000223012766176176
2018-04-06,"HARV",0.33008,0.000192930191456673
2018-04-07,"HARV",0.32969,0.000174953084090146
2018-04-08,"HARV",0.32874,0.000178806204521851
2018-04-09,"HARV",0.32816,0.000131183778240561
2018-04-10,"HARV",0.32756,0.000102067604646955
2018-04-11,"HARV",0.3279,0.000197124740368389
2018-04-12,"HARV",0.32823,9.11155355377182e-05
2018-04-13,"HARV",0.32983,0.000186841593935854
2018-04-14,"HARV",0.32949,0.000184296620939719
2018-04-15,"HARV",0.3294,0.000236619660369695
2018-04-16,"HARV",0.33293,0.000459407359584966
2018-04-17,"HARV",0.33076,0.000386245560043171
2018-04-18,"HARV",0.32849,0.000179725305135699
2018-04-19,"HARV",0.32849,0.000253079001943052
2018-04-20,"HARV",0.32844,0.00012511888224356
2018-04-21,"HARV",0.32846,0.00017908383625599
2018-04-22,"HARV",0.32862,0.000182668652851805
2018-04-23,"HARV",0.32928,0.000132010976661718
2018-04-24,"HARV",0.32892,8.9550462344542e-05
2018-04-25,"HARV",0.32627,0.000167907439273143
2018-04-26,"HARV",0.32972,0.000229901359504556
2018-04-27,"HARV",0.33017,0.000130794120818997
2018-04-28,"HARV",0.33027,0.000232385215027256
2018-04-29,"HARV",0.32938,0.000376441184933695
2018-04-30,"HARV",0.3299,0.000285697930960482
2018-05-01,"HARV",0.33063,0.000144299009288454
2018-05-02,"HARV",0.33102,0.000107467591697713
2018-05-03,"HARV",0.33388,0.000219161574913043
2018-05-04,"HARV",0.33432,0.000180161520501437
2018-05-05,"HARV",0.33163,8.87817227007585e-05
2018-05-06,"HARV",0.33585,0.000264085131604746
2018-05-07,"HARV",0.33389,0.000314166913260698
2018-05-08,"HARV",0.3353,0.000334137559354569
2018-05-09,"HARV",0.34102,0.000806451983463769
2018-05-10,"HARV",0.3466,0.000432622720114399
2018-05-11,"HARV",0.34752,0.000967146697607901
2018-05-12,"HARV",0.36504,0.000637314596969343
2018-05-13,"HARV",0.35199,0.000410131329887274
2018-05-14,"HARV",0.35901,0.00123258656673265
2018-05-15,"HARV",0.41241,0.0039199077715098
2018-05-16,"HARV",0.38529,0.00241185509058052
2018-05-17,"HARV",0.39265,0.00047668893549619
2018-05-18,"HARV",0.3963,0.000917364125511519
2018-05-19,"HARV",0.42761,0.0016092996884816
2018-05-20,"HARV",0.42672,0.0010721634881426
2018-05-21,"HARV",0.4121,0.00111199548982349
2018-05-22,"HARV",0.44324,0.00135465989767444
2018-05-23,"HARV",0.44062,0.00203106877303954
2018-05-24,"HARV",0.42471,0.000484364890282921
2018-05-25,"HARV",0.43434,0.00438085131620487
2018-05-26,"HARV",0.45086,0.00134533375208154
2018-05-27,"HARV",0.4586,0.00110018096841625
2018-05-28,"HARV",0.44958,0.00290350153843139
2018-05-29,"HARV",0.43127,0.0021612619518443
2018-05-30,"HARV",0.44929,0.00276533262567312
2018-05-31,"HARV",0.44804,0.00248927170727767
2018-06-01,"HARV",0.46465,0.000435669271679476
2018-06-02,"HARV",0.45103,0.00187149509151134
2018-06-03,"HARV",0.42764,0.00101681463404104
2018-06-04,"HARV",0.45534,0.00225099321389017
2018-06-05,"HARV",0.44799,0.000933306607974995
